what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1486015272873
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1486015278555
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1486015289021
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486015296368
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486016615781
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1486017329147
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1486017333769
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1486017333900
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1486017333901
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1486017337902
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017340548
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017351373
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017351391
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017352365
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1486017352367
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017363659
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017364936
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1486017364941
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017365885
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017367095
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1486017367101
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017368331
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017369450
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1486017369457
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486017378060
